t,tau,S_star,S_star_raw,K_minus_S_star,dS
0.130625,0.869375,81.49397959981668,81.5,18.506020400183317,0.125
0.13093749999999993,0.8690625000000001,81.49551585438178,81.5,18.50448414561822,0.125
0.13124999999999998,0.86875,81.49708017016782,81.5,18.50291982983218,0.125
0.13156250000000003,0.8684375,81.49867336773134,81.5,18.501326632268658,0.125
0.13187499999999996,0.868125,81.50029630419581,81.5,18.499703695804186,0.125
0.1321875,0.8678125,81.50194987568108,81.5,18.498050124318922,0.125
0.13249999999999995,0.8675,81.50363502012083,81.5,18.496364979879175,0.125
0.1328125,0.8671875,81.50535272012404,81.5,18.494647279875963,0.125
0.13312499999999994,0.8668750000000001,81.50710400653993,81.5,18.492895993460067,0.125
0.1334375,0.8665625,81.50888996179685,81.5,18.491110038203146,0.125
0.13375000000000004,0.86625,81.51071172457144,81.5,18.489288275428564,0.125
0.13406249999999997,0.8659375,81.51257049360832,81.5,18.487429506391678,0.125
0.13437500000000002,0.865625,81.51446753408645,81.5,18.48553246591355,0.125
0.13468749999999996,0.8653125,81.5164041817105,81.5,18.4835958182895,0.125
0.135,0.865,81.51838185202057,81.5,18.481618147979432,0.125
0.13531249999999995,0.8646875,81.52040204388797,81.5,18.47959795611203,0.125
0.135625,0.864375,81.52246635438868,81.5,18.477533645611317,0.125
0.13593749999999993,0.8640625000000001,81.52457647925587,81.5,18.47542352074413,0.125
0.13624999999999998,0.86375,81.52673423894116,81.5,18.47326576105884,0.125
0.13656250000000003,0.8634375,81.52894156990261,81.5,18.471058430097386,0.125
0.13687499999999997,0.863125,81.53120057421783,81.5,18.468799425782166,0.125
0.13718750000000002,0.8628125,81.53351348625412,81.5,18.466486513745878,0.125
0.13749999999999996,0.8625,81.53588277466699,81.5,18.464117225333013,0.125
0.1378125,0.8621875,81.53831104587407,81.5,18.461688954125933,0.125
0.13812499999999994,0.8618750000000001,81.54080126607222,81.5,18.459198733927778,0.125
0.1384375,0.8615625,81.54335650663646,81.5,18.456643493363543,0.125
0.13874999999999993,0.8612500000000001,81.54598044797326,81.5,18.454019552026736,0.125
0.13906249999999998,0.8609375,81.54867673134449,81.5,18.451323268655514,0.125
0.13937500000000003,0.860625,81.55145013993939,81.5,18.44854986006061,0.125
0.13968749999999996,0.8603125,81.554304966287,81.5,18.445695033712994,0.125
0.14,0.86,81.55724785673155,81.5,18.44275214326845,0.125
0.14031249999999995,0.8596875,81.56028368741492,81.5,18.439716312585077,0.125
0.140625,0.859375,81.56342259425199,81.5,18.43657740574801,0.125
0.14093749999999994,0.8590625000000001,81.56666942132402,81.5,18.433330578675978,0.125
0.14125,0.85875,81.57004159471524,81.5,18.429958405284765,0.125
0.14156250000000004,0.8584375,81.57354151465212,81.5,18.42645848534788,0.125
0.14187499999999997,0.858125,81.57720362719637,81.5,18.42279637280363,0.125
0.14218750000000002,0.8578125,81.58101964932386,81.5,18.418980350676136,0.125
0.14249999999999996,0.8575,81.58506871894349,81.5,18.41493128105651,0.125
0.1428125,0.8571875,81.58930370829971,81.5,18.41069629170029,0.125
0.14312499999999995,0.856875,81.59393948632096,81.5,18.406060513679037,0.125
0.1434375,0.8565625,81.59878485526572,81.5,18.40121514473428,0.125
0.14374999999999993,0.8562500000000001,81.6045807061418,81.5,18.395419293858197,0.125
0.14406249999999998,0.8559375,81.61050355797029,81.5,18.38949644202971,0.125
0.14437500000000003,0.855625,81.57872701916955,81.625,18.42127298083045,0.125
0.14468749999999997,0.8553125,81.57965220935212,81.625,18.42034779064788,0.125
0.14500000000000002,0.855,81.58059043113249,81.625,18.419409568867508,0.125
0.14531249999999996,0.8546875,81.58154196246872,81.625,18.41845803753128,0.125
0.145625,0.854375,81.58250708945339,81.625,18.417492910546613,0.125
0.14593749999999994,0.8540625000000001,81.58348610661845,81.625,18.41651389338155,0.125
0.14625,0.85375,81.58447931725058,81.625,18.415520682749417,0.125
0.14656249999999993,0.8534375000000001,81.58548703375901,81.625,18.41451296624099,0.125
0.14687499999999998,0.853125,81.58650957801292,81.625,18.413490421987078,0.125
0.14718750000000003,0.8528125,81.58754728174519,81.625,18.412452718254812,0.125
0.14749999999999996,0.8525,81.58860048691739,81.625,18.411399513082614,0.125
0.1478125,0.8521875,81.58966954618765,81.625,18.41033045381235,0.125
0.14812499999999995,0.851875,81.5907548233147,81.625,18.409245176685303,0.125
0.1484375,0.8515625,81.59185669364112,81.625,18.40814330635888,0.125
0.14874999999999994,0.8512500000000001,81.59297554460349,81.625,18.40702445539651,0.125
